<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.01	10:43:42	4737.30	4737.89	4734.62	4734.62	47	63	34765
2026.04.01	10:43:56	4734.62	4734.70	4731.43	4731.43	17	30	13745
2026.04.01	10:45:11	4731.43	4732.89	4729.62	4729.62	103	114	74738
2026.04.01	10:45:39	4729.62	4729.85	4726.58	4726.58	31	43	27541
2026.04.01	10:46:14	4726.58	4727.38	4724.11	4724.11	44	60	35084
2026.04.01	10:46:37	4724.11	4726.74	4723.47	4726.74	43	33	22867
2026.04.01	10:47:31	4726.74	4729.97	4726.70	4729.97	93	88	53117
2026.04.01	10:48:19	4729.97	4732.73	4729.46	4732.73	86	78	47980
2026.04.01	10:48:45	4732.73	4732.86	4729.59	4729.59	41	52	25199
2026.04.01	10:48:56	4729.59	4729.59	4726.32	4726.32	19	26	11200
2026.04.01	10:49:09	4726.32	4726.32	4723.05	4723.05	15	31	12578
2026.04.01	10:49:46	4723.05	4723.92	4720.65	4720.65	54	82	37352
2026.04.01	10:50:11	4720.65	4723.15	4719.88	4723.15	50	37	24667
2026.04.01	10:50:33	4723.15	4724.76	4721.49	4721.49	34	42	21308
2026.04.01	10:50:56	4721.49	4723.16	4719.89	4719.89	29	51	22759
2026.04.01	10:51:51	4719.89	4721.37	4718.10	4718.10	91	122	54692
2026.04.01	10:52:05	4718.10	4718.23	4714.96	4714.96	22	33	13711
2026.04.01	10:52:37	4714.96	4716.29	4713.02	4713.02	59	59	32316
2026.04.01	10:53:29	4713.02	4714.92	4711.65	4711.65	100	92	51069
2026.04.01	10:54:39	4711.65	4713.78	4710.51	4713.78	130	126	69917
2026.04.01	10:55:14	4713.78	4715.49	4712.22	4712.22	74	60	34680
2026.04.01	10:55:37	4712.22	4714.64	4711.37	4714.64	45	41	23069
2026.04.01	10:55:45	4714.64	4714.85	4711.58	4711.58	8	21	8078
2026.04.01	10:56:06	4711.58	4712.77	4709.50	4712.77	40	31	20360
2026.04.01	10:57:30	4712.77	4715.50	4712.23	4715.50	150	139	84191
2026.04.01	10:58:27	4715.50	4716.30	4713.03	4713.03	74	104	56278
2026.04.01	10:58:50	4713.03	4714.93	4711.66	4711.66	33	48	22925
2026.04.01	10:59:29	4711.66	4713.68	4710.41	4713.68	70	60	38460
2026.04.01	11:00:02	4713.68	4714.38	4711.11	4711.11	54	64	33473
2026.04.01	11:00:34	4711.11	4713.85	4710.58	4713.85	56	62	31230
2026.04.01	11:00:35	4713.85	4717.12	4713.85	4717.12	0	0	0
2026.04.01	11:00:44	4717.12	4719.07	4715.80	4719.07	15	21	9617
2026.04.01	11:01:15	4719.07	4720.28	4717.01	4717.01	55	57	30954
2026.04.01	11:02:29	4717.01	4717.71	4714.44	4717.71	111	125	73710
2026.04.01	11:03:20	4717.71	4720.98	4717.71	4720.98	103	78	50481
2026.04.01	11:03:35	4720.98	4724.25	4720.98	4724.25	28	25	14675
2026.04.01	11:04:46	4724.25	4726.48	4723.21	4723.21	119	130	70987
2026.04.01	11:05:05	4723.21	4724.05	4720.78	4724.05	32	35	19180
2026.04.01	11:06:30	4724.05	4725.47	4722.20	4722.20	138	165	85000
2026.04.01	11:07:39	4722.20	4722.20	4718.93	4718.93	98	115	68310
2026.04.01	11:08:05	4718.93	4720.46	4717.19	4720.46	39	52	25983
2026.04.01	11:09:00	4720.46	4722.10	4718.83	4722.10	79	75	54244
2026.04.01	11:10:24	4722.10	4722.17	4718.90	4718.90	94	143	84148
2026.04.01	11:10:51	4718.90	4719.61	4716.34	4719.61	37	48	26581
2026.04.01	11:11:31	4719.61	4720.11	4716.84	4716.84	52	65	39368
2026.04.01	11:12:39	4716.84	4718.94	4715.67	4718.94	112	114	68628
2026.04.01	11:14:08	4718.94	4719.92	4716.65	4719.92	133	124	87914
2026.04.01	11:15:15	4719.92	4720.86	4717.59	4717.59	95	100	67022
2026.04.01	11:15:30	4717.59	4720.34	4717.07	4720.34	24	17	14695
2026.04.01	11:16:25	4720.34	4723.40	4720.13	4720.13	83	77	54222
2026.04.01	11:17:29	4720.13	4720.69	4717.42	4720.69	96	97	63937
2026.04.01	11:18:51	4720.69	4723.30	4720.03	4723.30	121	112	81594
2026.04.01	11:19:49	4723.30	4726.57	4723.30	4726.57	97	63	57942
2026.04.01	11:21:45	4726.57	4729.53	4726.26	4729.53	167	140	115564
2026.04.01	11:23:44	4729.53	4731.19	4727.92	4727.92	173	153	118629
2026.04.01	11:25:02	4727.92	4728.64	4725.37	4728.64	120	113	77711
2026.04.01	11:25:35	4728.64	4731.73	4728.46	4731.73	60	40	32728
2026.04.01	11:25:46	4731.73	4734.75	4731.48	4734.75	25	15	10729
2026.04.01	11:26:51	4734.75	4735.81	4732.54	4732.54	89	111	64692
2026.04.01	11:28:18	4732.54	4733.96	4730.69	4730.69	112	107	87555
2026.04.01	11:29:18	4730.69	4731.21	4727.94	4731.21	73	70	58937
2026.04.01	11:30:08	4731.21	4731.47	4728.20	4728.20	66	75	50034
2026.04.01	11:30:55	4728.20	4729.62	4726.35	4729.62	75	63	46933
2026.04.01	11:32:35	4729.62	4731.73	4728.46	4731.73	170	130	100126
2026.04.01	11:34:22	4731.73	4734.72	4731.45	4734.72	183	146	106662
2026.04.01	11:35:32	4734.72	4734.76	4731.49	4731.49	99	92	69986
2026.04.01	11:36:52	4731.49	4734.16	4730.89	4734.16	162	102	79139
2026.04.01	11:37:27	4734.16	4737.16	4733.89	4737.16	60	33	34729
2026.04.01	11:37:53	4737.16	4739.24	4735.97	4735.97	37	50	25417
2026.04.01	11:38:10	4735.97	4738.52	4735.25	4738.52	40	24	16960
2026.04.01	11:39:42	4738.52	4740.15	4736.88	4736.88	148	135	91877
2026.04.01	11:40:28	4736.88	4738.44	4735.17	4735.17	78	57	45253
2026.04.01	11:41:07	4735.17	4735.52	4732.25	4732.25	61	58	38625
2026.04.01	11:41:34	4732.25	4733.99	4730.72	4733.99	51	41	27286
2026.04.01	11:43:01	4733.99	4735.33	4732.06	4732.06	140	138	87043
2026.04.01	11:47:39	4732.06	4733.36	4730.09	4730.09	385	339	277102
2026.04.01	11:50:49	4730.09	4732.22	4728.95	4732.22	261	185	189498
2026.04.01	11:54:16	4732.22	4732.64	4729.37	4729.37	239	219	206838
2026.04.01	11:55:13	4729.37	4730.80	4727.53	4727.53	103	83	56546
2026.04.01	11:56:19	4727.53	4729.86	4726.59	4729.86	134	104	66412
2026.04.01	12:00:10	4729.86	4730.74	4727.47	4727.47	301	288	230343
2026.04.01	12:02:55	4727.47	4728.28	4725.01	4728.28	243	204	164609
2026.04.01	12:03:45	4728.28	4730.31	4727.04	4727.04	71	48	49941
2026.04.01	12:05:28	4727.04	4728.27	4725.00	4725.00	134	132	102645
2026.04.01	12:06:35	4725.00	4727.65	4724.38	4724.38	90	87	66448
2026.04.01	12:07:40	4724.38	4724.38	4721.11	4721.11	92	94	65427
2026.04.01	12:07:56	4721.11	4724.20	4720.93	4724.20	29	15	13943
2026.04.01	12:09:55	4724.20	4724.90	4721.63	4721.63	188	160	118460
2026.04.01	12:11:50	4721.63	4721.90	4718.63	4718.63	170	169	114900
2026.04.01	12:12:44	4718.63	4721.28	4718.01	4721.28	77	61	54275
2026.04.01	12:13:52	4721.28	4721.57	4718.30	4718.30	107	88	67119
2026.04.01	12:17:06	4718.30	4719.87	4716.60	4716.60	245	254	194003
2026.04.01	12:17:44	4716.60	4719.24	4715.97	4719.24	60	48	38027
2026.04.01	12:19:01	4719.24	4719.38	4716.11	4716.11	103	112	76460
2026.04.01	12:21:51	4716.11	4717.73	4714.46	4714.46	215	256	170273
2026.04.01	12:23:11	4714.46	4717.22	4713.95	4717.22	112	102	79675
2026.04.01	12:23:58	4717.22	4720.25	4716.98	4720.25	75	71	46112
2026.04.01	12:25:38	4720.25	4722.69	4719.42	4722.69	153	134	99833
2026.04.01	12:26:58	4722.69	4723.81	4720.54	4720.54	115	94	80422
2026.04.01	12:28:33	4720.54	4722.53	4719.26	4719.26	137	129	94458
2026.04.01	12:30:17	4719.26	4721.49	4718.22	4721.49	158	110	104069
2026.04.01	12:30:29	4721.49	4722.06	4718.79	4718.79	14	14	11755
2026.04.01	12:30:39	4718.79	4721.47	4718.20	4721.47	16	9	9077
2026.04.01	12:31:29	4721.47	4722.25	4718.98	4718.98	76	67	49912
2026.04.01	12:33:24	4718.98	4720.08	4716.81	4716.81	170	151	115188
2026.04.01	12:34:07	4716.81	4719.67	4716.40	4716.40	62	48	42186
2026.04.01	12:34:42	4716.40	4716.40	4713.13	4713.13	50	47	35110
2026.04.01	12:35:32	4713.13	4716.27	4713.00	4716.27	75	44	49162
2026.04.01	12:36:37	4716.27	4719.41	4716.14	4719.41	98	76	65080
2026.04.01	12:37:30	4719.41	4722.56	4719.29	4722.56	85	57	52192
2026.04.01	12:39:28	4722.56	4722.89	4719.62	4719.62	150	125	117751
2026.04.01	12:42:21	4719.62	4721.42	4718.15	4721.42	227	175	173357
2026.04.01	12:43:01	4721.42	4722.69	4719.42	4719.42	46	56	39624
2026.04.01	12:45:34	4719.42	4721.32	4718.05	4721.32	180	170	152177
2026.04.01	12:47:49	4721.32	4723.12	4719.85	4723.12	196	150	135153
2026.04.01	12:48:19	4723.12	4726.39	4723.12	4726.39	61	39	29991
2026.04.01	12:54:26	4726.39	4727.90	4724.63	4724.63	471	405	366616
2026.04.01	12:55:33	4724.63	4724.63	4721.36	4721.36	89	104	66295
2026.04.01	12:57:02	4721.36	4722.42	4719.15	4722.42	132	127	88165
2026.04.01	12:57:42	4722.42	4724.83	4721.56	4724.83	64	47	40179
2026.04.01	12:58:54	4724.83	4725.21	4721.94	4721.94	90	110	71413
2026.04.01	13:01:22	4721.94	4724.54	4721.27	4721.27	208	173	147792
2026.04.01	13:04:56	4721.27	4722.42	4719.15	4719.15	288	249	214422
2026.04.01	13:06:24	4719.15	4721.60	4718.33	4718.33	125	112	87489
2026.04.01	13:10:31	4718.33	4720.72	4717.45	4717.45	305	319	246344
2026.04.01	13:11:41	4717.45	4718.78	4715.51	4718.78	89	88	69976
2026.04.01	13:13:11	4718.78	4719.58	4716.31	4716.31	104	105	89755
2026.04.01	13:14:39	4716.31	4719.17	4715.90	4715.90	109	108	87813
2026.04.01	13:17:40	4715.90	4718.56	4715.29	4718.56	195	203	180834
2026.04.01	13:19:23	4718.56	4720.88	4717.61	4720.88	137	109	103055
2026.04.01	13:20:17	4720.88	4722.93	4719.66	4722.93	85	60	53204
2026.04.01	13:22:38	4722.93	4723.70	4720.43	4723.70	180	177	141308
2026.04.01	13:23:28	4723.70	4726.97	4723.70	4726.97	77	59	49184
2026.04.01	13:24:30	4726.97	4729.35	4726.08	4726.08	71	73	61720
2026.04.01	13:26:03	4726.08	4726.82	4723.55	4723.55	107	113	91287
2026.04.01	13:29:21	4723.55	4725.61	4722.34	4725.61	272	224	198033
2026.04.01	13:29:56	4725.61	4728.68	4725.41	4728.68	46	33	34455
2026.04.01	13:31:11	4728.68	4731.26	4727.99	4731.26	121	96	75462
2026.04.01	13:33:24	4731.26	4732.04	4728.77	4728.77	133	164	132461
2026.04.01	13:35:45	4728.77	4729.47	4726.20	4729.47	162	160	139631
2026.04.01	13:38:29	4729.47	4731.95	4728.68	4728.68	163	191	164431
2026.04.01	13:40:07	4728.68	4730.63	4727.36	4730.63	105	112	96981
2026.04.01	13:44:02	4730.63	4733.90	4730.63	4733.90	283	256	235241
2026.04.01	13:45:49	4733.90	4737.17	4733.90	4737.17	162	125	106738
2026.04.01	13:50:16	4737.17	4738.81	4735.54	4735.54	354	299	267094
2026.04.01	13:50:17	4735.54	4735.54	4732.27	4732.27	0	0	0
2026.04.01	13:51:19	4732.27	4732.27	4729.00	4729.00	116	73	62210
2026.04.01	13:52:26	4729.00	4731.58	4728.31	4731.58	104	79	66710
2026.04.01	13:55:53	4731.58	4732.30	4729.03	4729.03	235	234	206799
2026.04.01	13:57:30	4729.03	4731.39	4728.12	4731.39	143	103	96871
2026.04.01	14:00:55	4731.39	4732.84	4729.57	4732.84	251	202	204399
2026.04.01	14:02:03	4732.84	4734.24	4730.97	4730.97	88	80	67788
2026.04.01	14:03:03	4730.97	4731.42	4728.15	4731.42	91	79	59589
2026.04.01	14:03:22	4731.42	4734.45	4731.18	4734.45	48	10	19097
2026.04.01	14:04:32	4734.45	4735.81	4732.54	4735.81	116	63	70027
2026.04.01	14:05:27	4735.81	4739.08	4735.81	4739.08	109	54	54781
2026.04.01	14:08:49	4739.08	4739.50	4736.23	4739.50	285	196	202027
2026.04.01	14:09:45	4739.50	4739.70	4736.43	4739.70	92	68	55818
2026.04.01	14:10:38	4739.70	4740.27	4737.00	4737.00	74	78	52038
2026.04.01	14:11:48	4737.00	4738.23	4734.96	4734.96	86	97	69718
2026.04.01	14:12:30	4734.96	4737.73	4734.46	4737.73	59	50	42066
2026.04.01	14:13:34	4737.73	4740.34	4737.07	4737.07	94	72	63470
2026.04.01	14:15:04	4737.07	4738.24	4734.97	4738.24	124	118	90345
2026.04.01	14:17:10	4738.24	4739.78	4736.51	4739.78	168	145	126009
2026.04.01	14:17:13	4739.78	4743.05	4739.78	4743.05	4	7	2127
2026.04.01	14:22:14	4743.05	4744.50	4741.23	4741.23	432	331	301200
2026.04.01	14:23:38	4741.23	4741.89	4738.62	4738.62	109	103	83324
2026.04.01	14:24:30	4738.62	4740.20	4736.93	4740.20	80	58	52234
2026.04.01	14:25:28	4740.20	4742.86	4739.59	4742.86	78	55	57496
2026.04.01	14:26:01	4742.86	4746.08	4742.81	4746.08	62	40	32315
2026.04.01	14:26:33	4746.08	4746.35	4743.08	4743.08	44	62	31892
2026.04.01	14:30:17	4743.08	4745.62	4742.35	4745.62	287	294	224051
2026.04.01	14:30:49	4745.62	4748.89	4745.62	4748.89	49	35	31905
2026.04.01	14:33:37	4748.89	4750.43	4747.16	4747.16	291	246	167997
2026.04.01	14:35:24	4747.16	4748.97	4745.70	4748.97	188	128	106683
2026.04.01	14:37:20	4748.97	4749.66	4746.39	4749.66	186	143	115212
2026.04.01	14:38:28	4749.66	4750.66	4747.39	4750.66	123	86	68210
2026.04.01	14:39:09	4750.66	4753.36	4750.09	4753.36	77	50	40665
2026.04.01	14:39:30	4753.36	4756.47	4753.20	4756.47	46	26	20382
2026.04.01	14:42:24	4756.47	4758.58	4755.31	4758.58	282	274	174541
2026.04.01	14:43:41	4758.58	4760.95	4757.68	4760.95	125	109	75991
2026.04.01	14:44:15	4760.95	4762.20	4758.93	4762.20	67	42	34265
2026.04.01	14:45:00	4762.20	4763.04	4759.77	4759.77	69	78	44629
2026.04.01	14:46:14	4759.77	4760.82	4757.55	4757.55	108	119	73952
2026.04.01	14:47:27	4757.55	4758.45	4755.18	4755.18	95	102	72927
2026.04.01	14:48:56	4755.18	4756.46	4753.19	4756.46	145	124	88078
2026.04.01	14:49:52	4756.46	4758.38	4755.11	4758.38	74	79	56282
2026.04.01	14:52:18	4758.38	4759.83	4756.56	4759.83	209	193	144989
2026.04.01	14:54:10	4759.83	4761.43	4758.16	4758.16	174	157	111741
2026.04.01	14:56:00	4758.16	4759.99	4756.72	4756.72	184	156	110592
2026.04.01	14:57:07	4756.72	4757.22	4753.95	4753.95	83	99	66287
2026.04.01	14:58:00	4753.95	4757.17	4753.90	4757.17	74	73	52916
2026.04.01	14:59:59	4757.17	4757.33	4754.06	4754.06	169	152	118395
2026.04.01	15:03:32	4754.06	4754.06	4750.79	4750.79	282	298	212482
2026.04.01	15:04:32	4750.79	4751.62	4748.35	4748.35	72	102	60288
2026.04.01	15:07:19	4748.35	4749.32	4746.05	4746.05	236	236	165873
2026.04.01	15:07:59	4746.05	4746.05	4742.78	4742.78	54	73	40044
2026.04.01	15:09:08	4742.78	4744.47	4741.20	4741.20	108	120	69191
2026.04.01	15:09:40	4741.20	4742.66	4739.39	4742.66	57	47	31716
2026.04.01	15:10:54	4742.66	4744.90	4741.63	4744.90	130	105	73576
2026.04.01	15:15:46	4744.90	4745.40	4742.13	4742.13	353	357	291337
2026.04.01	15:15:58	4742.13	4743.98	4740.71	4743.98	22	17	11872
2026.04.01	15:16:56	4743.98	4745.54	4742.27	4742.27	86	76	56970
2026.04.01	15:17:16	4742.27	4742.27	4739.00	4739.00	34	38	20438
2026.04.01	15:18:58	4739.00	4741.40	4738.13	4738.13	145	159	101847
2026.04.01	15:20:00	4738.13	4739.42	4736.15	4739.42	112	104	61026
2026.04.01	15:20:47	4739.42	4742.03	4738.76	4738.76	86	76	47117
2026.04.01	15:21:30	4738.76	4738.76	4735.49	4735.49	61	65	42444
2026.04.01	15:21:42	4735.49	4735.49	4732.22	4732.22	19	29	12635
2026.04.01	15:22:15	4732.22	4733.95	4730.68	4733.95	65	59	32138
2026.04.01	15:22:26	4733.95	4734.81	4731.54	4734.81	18	26	10700
2026.04.01	15:22:33	4734.81	4735.33	4732.06	4732.06	12	17	6756
2026.04.01	15:23:42	4732.06	4734.43	4731.16	4734.43	112	104	69217
2026.04.01	15:25:01	4734.43	4735.44	4732.17	4732.17	135	118	78465
2026.04.01	15:26:04	4732.17	4732.70	4729.43	4729.43	110	107	62919
2026.04.01	15:26:19	4729.43	4729.53	4726.26	4726.26	26	40	14572
2026.04.01	15:27:06	4726.26	4728.51	4725.24	4728.51	88	81	46677
2026.04.01	15:27:20	4728.51	4729.17	4725.90	4725.90	24	27	13882
2026.04.01	15:28:22	4725.90	4727.74	4724.47	4727.74	103	101	61462
2026.04.01	15:29:00	4727.74	4730.97	4727.70	4730.97	71	53	38560
2026.04.01	15:29:22	4730.97	4734.24	4730.97	4734.24	41	23	21264
2026.04.01	15:29:55	4734.24	4735.74	4732.47	4735.74	69	52	32982
2026.04.01	15:30:01	4735.74	4737.91	4734.64	4737.91	16	12	6181
2026.04.01	15:30:03	4737.91	4738.61	4735.34	4735.34	1	3	1007
2026.04.01	15:30:04	4735.34	4735.34	4732.07	4732.07	0	1	0
2026.04.01	15:30:07	4732.07	4734.46	4731.19	4734.46	13	6	4319
2026.04.01	15:30:23	4734.46	4736.27	4733.00	4736.27	28	25	14810
2026.04.01	15:30:24	4736.27	4739.54	4736.27	4739.54	0	0	0
2026.04.01	15:30:29	4739.54	4742.03	4738.76	4738.76	9	17	6208
2026.04.01	15:30:31	4738.76	4738.76	4735.49	4735.49	4	6	2194
2026.04.01	15:30:51	4735.49	4736.45	4733.18	4736.45	34	40	19256
2026.04.01	15:31:03	4736.45	4739.72	4736.45	4739.72	24	24	12140
2026.04.01	15:31:38	4739.72	4741.03	4737.76	4737.76	67	64	34496
2026.04.01	15:31:46	4737.76	4740.41	4737.14	4740.41	18	10	7285
2026.04.01	15:32:06	4740.41	4743.68	4740.41	4743.68	47	28	19805
2026.04.01	15:33:20	4743.68	4745.35	4742.08	4742.08	140	122	74173
2026.04.01	15:34:35	4742.08	4743.48	4740.21	4743.48	133	100	74752
2026.04.01	15:35:17	4743.48	4746.75	4743.48	4746.75	82	59	42077
2026.04.01	15:36:16	4746.75	4749.08	4745.81	4745.81	96	96	58864
2026.04.01	15:36:52	4745.81	4746.09	4742.82	4742.82	43	61	35338
2026.04.01	15:37:08	4742.82	4744.21	4740.94	4740.94	21	31	15620
2026.04.01	15:37:43	4740.94	4740.94	4737.67	4737.67	50	76	35476
2026.04.01	15:39:15	4737.67	4738.25	4734.98	4734.98	160	139	91077
2026.04.01	15:40:32	4734.98	4736.87	4733.60	4733.60	125	113	77480
2026.04.01	15:40:52	4733.60	4736.54	4733.27	4736.54	35	15	18903
2026.04.01	15:42:21	4736.54	4737.95	4734.68	4737.95	120	138	89268
2026.04.01	15:42:31	4737.95	4738.78	4735.51	4735.51	3	29	9952
2026.04.01	15:44:33	4735.51	4738.78	4735.51	4738.78	154	186	121781
2026.04.01	15:44:53	4738.78	4740.15	4736.88	4736.88	25	33	19291
2026.04.01	15:44:55	4736.88	4738.71	4735.44	4738.71	6	3	2390
2026.04.01	15:44:56	4738.71	4741.98	4738.71	4741.98	3	0	455
2026.04.01	15:44:57	4741.98	4745.25	4741.98	4745.25	1	0	0
2026.04.01	15:44:58	4745.25	4748.52	4745.25	4748.52	1	0	0
2026.04.01	15:44:59	4748.52	4751.79	4748.52	4751.79	2	1	431
2026.04.01	15:45:00	4751.79	4753.03	4749.76	4749.76	2	3	861
2026.04.01	15:45:01	4749.76	4750.53	4747.26	4750.53	4	6	1933
2026.04.01	15:45:04	4750.53	4752.92	4749.65	4749.65	7	8	3205
2026.04.01	15:45:09	4749.65	4750.34	4747.07	4747.07	8	12	4216
2026.04.01	15:45:11	4747.07	4747.07	4743.80	4743.80	4	5	1843
2026.04.01	15:45:12	4743.80	4743.80	4740.53	4740.53	0	1	0
2026.04.01	15:45:13	4740.53	4741.12	4737.85	4737.85	2	5	1720
2026.04.01	15:45:14	4737.85	4737.85	4734.58	4734.58	0	0	0
2026.04.01	15:45:15	4734.58	4735.30	4732.03	4735.30	2	1	787
2026.04.01	15:45:16	4735.30	4738.57	4735.30	4738.57	0	0	0
2026.04.01	15:45:17	4738.57	4741.84	4738.57	4741.84	5	0	854
2026.04.01	15:45:18	4741.84	4745.11	4741.84	4745.11	6	2	1629
2026.04.01	15:45:29	4745.11	4747.20	4743.93	4743.93	25	27	12005
2026.04.01	15:45:31	4743.93	4743.93	4740.66	4740.66	2	6	1626
2026.04.01	15:45:33	4740.66	4740.86	4737.59	4737.59	2	8	2068
2026.04.01	15:45:34	4737.59	4739.57	4736.30	4739.57	4	1	903
2026.04.01	15:45:36	4739.57	4742.84	4739.57	4742.84	6	1	1462
2026.04.01	15:45:44	4742.84	4745.64	4742.37	4745.64	22	11	7914
2026.04.01	15:45:53	4745.64	4747.51	4744.24	4744.24	11	23	8346
2026.04.01	15:46:00	4744.24	4746.52	4743.25	4746.52	17	11	6495
2026.04.01	15:46:13	4746.52	4747.36	4744.09	4747.36	28	26	12720
2026.04.01	15:46:17	4747.36	4747.53	4744.26	4744.26	8	12	4581
2026.04.01	15:46:24	4744.26	4746.91	4743.64	4743.64	13	15	6407
2026.04.01	15:46:27	4743.64	4743.64	4740.37	4740.37	4	10	3084
2026.04.01	15:46:32	4740.37	4741.60	4738.33	4741.60	9	9	4239
2026.04.01	15:46:46	4741.60	4742.57	4739.30	4739.30	21	40	14229
2026.04.01	15:46:55	4739.30	4740.34	4737.07	4740.34	26	8	8262
2026.04.01	15:47:16	4740.34	4741.87	4738.60	4738.60	38	47	20619
2026.04.01	15:47:38	4738.60	4741.50	4738.23	4741.50	45	42	21618
2026.04.01	15:47:52	4741.50	4743.27	4740.00	4743.27	29	27	14562
2026.04.01	15:48:06	4743.27	4743.62	4740.35	4740.35	23	31	12996
2026.04.01	15:48:31	4740.35	4741.24	4737.97	4737.97	44	54	24970
2026.04.01	15:48:40	4737.97	4737.97	4734.70	4734.70	13	23	8529
2026.04.01	15:48:54	4734.70	4737.54	4734.27	4734.27	26	31	14353
2026.04.01	15:49:25	4734.27	4735.68	4732.41	4735.68	58	67	30544
2026.04.01	15:49:37	4735.68	4737.04	4733.77	4733.77	24	23	11620
2026.04.01	15:49:55	4733.77	4735.16	4731.89	4731.89	38	36	17670
2026.04.01	15:50:04	4731.89	4734.84	4731.57	4734.84	21	19	9266
2026.04.01	15:50:12	4734.84	4735.58	4732.31	4735.58	13	17	7028
2026.04.01	15:50:43	4735.58	4737.06	4733.79	4733.79	61	57	30855
2026.04.01	15:51:31	4733.79	4734.35	4731.08	4731.08	83	94	47775
2026.04.01	15:51:42	4731.08	4732.02	4728.75	4728.75	17	25	11557
2026.04.01	15:52:16	4728.75	4729.96	4726.69	4729.96	64	72	33113
2026.04.01	15:52:52	4729.96	4732.49	4729.22	4732.49	75	62	36179
2026.04.01	15:53:18	4732.49	4732.91	4729.64	4729.64	42	55	25269
2026.04.01	15:53:40	4729.64	4732.79	4729.52	4732.79	46	36	21667
2026.04.01	15:54:04	4732.79	4733.17	4729.90	4729.90	43	48	23686
2026.04.01	15:54:26	4729.90	4730.83	4727.56	4730.83	43	45	22670
2026.04.01	15:55:22	4730.83	4733.37	4730.10	4730.10	104	84	54882
2026.04.01	15:56:09	4730.10	4731.02	4727.75	4727.75	81	91	46993
2026.04.01	15:56:26	4727.75	4728.24	4724.97	4724.97	28	34	16752
2026.04.01	15:56:46	4724.97	4728.02	4724.75	4728.02	47	24	20315
2026.04.01	15:57:30	4728.02	4729.62	4726.35	4726.35	75	75	43221
2026.04.01	15:58:12	4726.35	4728.58	4725.31	4725.31	93	70	42394
2026.04.01	16:00:00	4725.31	4727.17	4723.90	4723.90	217	182	107707
2026.04.01	16:00:01	4723.90	4723.90	4720.63	4720.63	1	1	205
2026.04.01	16:00:06	4720.63	4723.01	4719.74	4719.74	9	12	4601
2026.04.01	16:00:11	4719.74	4721.41	4718.14	4718.14	9	14	5057
2026.04.01	16:00:15	4718.14	4721.02	4717.75	4721.02	9	5	3278
2026.04.01	16:00:24	4721.02	4723.61	4720.34	4723.61	21	18	9407
2026.04.01	16:00:31	4723.61	4725.98	4722.71	4725.98	14	14	6330
2026.04.01	16:00:36	4725.98	4726.00	4722.73	4722.73	7	14	5334
2026.04.01	16:00:52	4722.73	4724.04	4720.77	4720.77	29	35	15092
2026.04.01	16:01:06	4720.77	4721.74	4718.47	4718.47	30	29	13926
2026.04.01	16:01:56	4718.47	4719.73	4716.46	4719.73	111	89	50236
2026.04.01	16:02:04	4719.73	4723.00	4719.73	4723.00	21	8	6959
2026.04.01	16:02:29	4723.00	4725.50	4722.23	4722.23	49	53	25571
2026.04.01	16:02:52	4722.23	4723.25	4719.98	4723.25	50	43	22841
2026.04.01	16:04:16	4723.25	4724.98	4721.71	4721.71	133	167	83110
2026.04.01	16:05:21	4721.71	4723.08	4719.81	4719.81	111	136	65484
2026.04.01	16:05:43	4719.81	4721.42	4718.15	4721.42	37	42	21017
2026.04.01	16:06:49	4721.42	4724.10	4720.83	4724.10	119	119	65566
2026.04.01	16:07:26	4724.10	4726.40	4723.13	4726.40	80	56	36916
2026.04.01	16:08:41	4726.40	4728.47	4725.20	4728.47	140	136	74833
2026.04.01	16:09:48	4728.47	4729.42	4726.15	4726.15	107	128	66901
2026.04.01	16:09:54	4726.15	4728.56	4725.29	4728.56	13	10	5518
2026.04.01	16:10:10	4728.56	4731.75	4728.48	4731.75	36	30	16110
2026.04.01	16:10:50	4731.75	4733.34	4730.07	4730.07	72	87	39598
2026.04.01	16:12:59	4730.07	4733.20	4729.93	4733.20	226	234	128480
2026.04.01	16:14:09	4733.20	4733.66	4730.39	4730.39	126	127	69969
2026.04.01	16:15:07	4730.39	4732.56	4729.29	4732.56	91	101	57710
2026.04.01	16:16:21	4732.56	4733.97	4730.70	4733.97	132	122	73450
2026.04.01	16:18:22	4733.97	4736.58	4733.31	4736.58	216	191	121499
2026.04.01	16:19:45	4736.58	4739.63	4736.36	4739.63	146	107	81652
2026.04.01	16:21:15	4739.63	4740.39	4737.12	4737.12	134	136	89869
2026.04.01	16:21:39	4737.12	4737.12	4733.85	4733.85	34	45	24503
2026.04.01	16:22:11	4733.85	4734.07	4730.80	4734.07	65	58	31784
2026.04.01	16:24:18	4734.07	4735.79	4732.52	4735.79	222	189	126327
2026.04.01	16:25:09	4735.79	4738.98	4735.71	4738.98	104	60	50968
2026.04.01	16:25:59	4738.98	4739.78	4736.51	4736.51	84	80	49186
2026.04.01	16:26:35	4736.51	4739.49	4736.22	4739.49	62	60	35961
2026.04.01	16:27:56	4739.49	4741.86	4738.59	4741.86	135	121	80772
2026.04.01	16:28:37	4741.86	4742.29	4739.02	4739.02	68	68	41400
2026.04.01	16:29:53	4739.02	4739.33	4736.06	4736.06	124	124	75834
